Age,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,Music,GradeClass
0.3333333333,0,0.25,0.1859927476,0.1724137931,0,0,3
0.6666666667,0.6666666667,0.75,0.9790646631,0.6551724138,1,0,4
1,0.6666666667,0.25,0.9953779932,0.06896551724,0,0,0
0.6666666667,0.3333333333,0.25,0.5562029044,0.3793103448,0,0,3
0,1,0.5,0.1702854132,0.1379310345,0,1,2
0.3333333333,0,0,0.3164153423,0.275862069,1,0,3
0,0,0.25,0.4249278809,0.8620689655,1,0,4
0,0,0.75,0.3096268481,0.8620689655,0,0,4
0,0,1,0.2809052714,0.3793103448,0,0,3
0,0,0.25,0.9732943379,1,1,1,4
0.3333333333,0,0.75,0.1534882275,1,0,0,4
0,0.6666666667,0.5,0.7341179275,0.9310344828,1,0,4
0.3333333333,1,0.25,0.000357860878,0.8965517241,0,0,4
0.3333333333,0,0.5,0.5968150332,0.3103448276,0,0,2
0.6666666667,0,0.5,0.916942938,0.6206896552,0,0,4
1,1,1,0.2882121608,0.1379310345,0,0,1
1,0,0.25,0.1856863458,0.8620689655,0,0,4
0.3333333333,0,0.5,0.6523759755,0.1379310345,0,0,1
0.6666666667,0,0,0.713367603,0.275862069,0,0,2
0.3333333333,0.3333333333,0.25,0.6887684595,0.8965517241,0,0,4
0.3333333333,0,0,0.3196310344,0.9310344828,0,0,4
0.3333333333,1,1,0.2524393883,0.8620689655,1,0,4
0.6666666667,0,0.75,0.956964689,0.8965517241,0,1,4
1,0.3333333333,0.5,0.9243078941,0.6551724138,0,1,4
0.6666666667,0,0.5,0.4577893609,0.5517241379,0,0,4
0,0,0.25,0.8471136135,0.3103448276,0,0,2
0.6666666667,0.3333333333,0.25,0.4527905214,0.6896551724,1,0,4
0.6666666667,0.6666666667,0.25,0.4248239116,0,0,0,1
0.6666666667,0.6666666667,0.25,0.1568902335,0.724137931,1,0,4
0.6666666667,0.3333333333,0.5,0.4268432801,0.9310344828,0,0,4
1,1,0.5,0.5379817838,0.5172413793,0,1,4
0,0.6666666667,0,0.02247730732,0.8620689655,0,0,4
1,0.6666666667,0,0.4445705837,0.8620689655,1,0,4
1,0,0.25,0.7822014346,0.4827586207,1,0,4
0.6666666667,0,0.5,0.6807748316,0.7586206897,0,0,4
0.3333333333,0,0.75,0.635834183,0.5517241379,1,0,4
0.3333333333,0.3333333333,0.5,0.9105480457,0.8620689655,0,1,4
1,0,0.75,0.01799981649,0.6551724138,1,0,4
1,0,0.5,0.5576349986,0.8275862069,0,0,4
0.6666666667,0.6666666667,0.25,0.7882009729,0.4137931034,0,0,1
1,0.6666666667,0.25,0.5419047379,0,0,1,0
0.6666666667,1,0.75,0.3242149474,0.8275862069,1,0,4
0.3333333333,0,0.5,0.1363542551,0.2413793103,1,0,2
0.3333333333,0.3333333333,0.25,0.8885303661,0.1379310345,1,0,1
0,0,0.5,0.4712506164,0.1724137931,1,0,1
0.3333333333,0,0.5,0.8790716561,0.7586206897,0,0,4
1,0,0.5,0.5864726085,0.6551724138,1,0,4
0.3333333333,0,0.75,0.6749141527,1,1,0,4
0.6666666667,0,0.5,0.8051327131,0.4482758621,0,1,2
0.3333333333,0.6666666667,0.5,0.6598603186,0.724137931,0,0,4
0,0,0,0.3984594913,0.7586206897,0,0,4
0.3333333333,0.6666666667,0,0.5141708953,0.3448275862,1,0,2
0.6666666667,0.3333333333,0.25,0.8039156658,0.1724137931,1,0,2
0.6666666667,0,0,0.374026889,0.3448275862,1,0,3
1,0,0.5,0.3885146731,0.4137931034,1,0,4
0.3333333333,0,0.5,0.09574718213,0.3793103448,1,0,3
0.6666666667,0.3333333333,0.25,0.9155828264,0.724137931,1,0,4
0,0,0.75,0.09108803272,0.03448275862,1,1,0
1,0,0.25,0.6489013861,0.6896551724,0,0,4
0,0,0.25,0.4136165438,0.06896551724,0,0,2
0.3333333333,0.3333333333,0.25,0.4060327365,0.7586206897,0,0,4
0.3333333333,1,0.25,0.6802800636,0.1034482759,1,0,1
0.3333333333,0,0.25,0.06711796149,0.5517241379,0,0,4
1,0.6666666667,0.5,0.5943353361,0.9310344828,0,0,4
0.6666666667,0.3333333333,0.5,0.7728663165,0.9310344828,0,0,4
1,1,1,0.8291118448,0.724137931,0,1,4
0,0.6666666667,0,0.1706735088,0.1724137931,0,0,2
1,0.3333333333,0.25,0.8983976953,0.2068965517,0,1,2
0,0.3333333333,0,0.6568474094,0.4827586207,0,0,3
1,0.6666666667,0.5,0.8828155547,0.3448275862,0,1,2
0.6666666667,0,0,0.4857856047,0.7931034483,0,0,4
0,0,0.75,0.5426034902,0.06896551724,0,0,2
0.3333333333,0,0.5,0.920041796,1,0,0,4
0.3333333333,0.6666666667,0.5,0.9008910581,0.1724137931,0,0,1
1,0.6666666667,0.5,0.4486230866,0.8620689655,0,0,4
0.3333333333,0,0.25,0.2746751683,0.03448275862,0,0,2
0,0.3333333333,0.25,0.3935694768,0.9655172414,1,0,4
0.3333333333,0,0.25,0.3881571626,0.4482758621,0,0,4
0.6666666667,0,0.5,0.287143684,0.275862069,0,0,2
0.6666666667,1,0.25,0.2688354134,0.5862068966,0,0,4
1,0,0.25,0.8619998051,0.6206896552,0,0,4
0,0,1,0.06988929339,0.3793103448,0,1,3
0.6666666667,0.3333333333,0,0.6783371828,0.4137931034,0,0,2
0.6666666667,0.6666666667,0.75,0.1729657907,0.8620689655,0,0,4
0,0,0.5,0.3448489884,0.3793103448,0,0,4
0.3333333333,0.3333333333,0.25,0.06156088113,0.3793103448,0,1,3
0.3333333333,0.3333333333,0.25,0.2702310658,0.5862068966,1,1,4
1,0,0.25,0.769251416,0.275862069,0,0,2
0.3333333333,0,0.5,0.8859796876,0.5517241379,1,1,3
0,0.3333333333,0.5,0.221728878,0.6896551724,0,0,4
0.6666666667,0,0.5,0.4640277735,0.5172413793,0,0,4
0.3333333333,1,0.75,0.4708117625,0.5517241379,0,0,4
1,0.6666666667,0.5,0.8745265376,0.6896551724,1,0,3
0.3333333333,1,0.25,0.7636229537,0.7931034483,0,0,4
0,0,0.25,0.513614056,0.2413793103,0,0,3
1,1,0.75,0.6714652929,0.3448275862,0,0,2
0.3333333333,0,0.25,0.8482761483,0.7931034483,0,0,4
1,0,0,0.009497003985,0.03448275862,1,0,1
0,0,0.5,0.4033002492,0.2413793103,0,0,2
0.6666666667,0,0.5,0.9082330878,0.3793103448,0,0,3
0,0.3333333333,0.75,0.7411111067,0.6896551724,0,0,4
0,0,0.5,0.543412419,0,0,1,0
0,0,0,0.5302004496,0.7586206897,0,0,4
0,0.3333333333,0.75,0.3481169405,0.4137931034,0,0,2
0.6666666667,0,0.25,0.5210659619,0.724137931,0,0,4
0.6666666667,0.3333333333,0.25,0.6560836324,0.6896551724,1,0,4
1,0,0.5,0.4187910349,0.5517241379,0,1,4
0.3333333333,0.6666666667,0,0.7149211367,0.4482758621,1,0,4
0.6666666667,0.6666666667,0.5,0.8621692997,0.4482758621,0,0,2
0.6666666667,0,0.25,0.1548097448,0.5172413793,0,0,4
0.3333333333,0,0.5,0.4520131289,0.5517241379,0,1,4
0.6666666667,0,0.25,0.408436196,0.1724137931,1,0,2
0,0.6666666667,0.5,0.6882021093,0.8620689655,0,0,4
0,0,0.75,0.2501017543,0.9310344828,0,0,4
0.3333333333,0,0.25,0.6409339383,0.2068965517,0,0,2
1,0,0.25,0.8784449866,0.8620689655,1,0,4
1,0,0.25,0.4185593189,0.8620689655,0,0,4
0.3333333333,0,0.25,0.9120099743,0,0,0,0
0.3333333333,0.6666666667,0.5,0.994252451,0.8275862069,0,1,4
0,0,0.5,0.1061610889,0.4827586207,1,0,4
1,0,0.25,0.2332681769,0.6551724138,1,0,4
0.6666666667,0.6666666667,0.25,0.951419272,0.6896551724,0,0,4
0,0.6666666667,0.25,0.959376358,0.5862068966,0,0,4
0.3333333333,0,0.5,0.09776670084,1,1,0,4
1,0,0.25,0.01496282957,0.9310344828,1,0,4
0.6666666667,0,1,0.1612322688,0.8620689655,0,0,4
0.6666666667,1,0.5,0.9971047758,0.4137931034,1,0,2
0,0,0.25,0.1801535933,0.7931034483,0,0,4
1,1,0.5,0.5030723525,1,0,1,4
1,0.3333333333,0.75,0.8493400698,0.03448275862,1,0,1
0.3333333333,0.3333333333,0.5,0.02037214027,0.6206896552,0,0,4
1,0,0.25,0.6051309311,0.4827586207,1,0,3
1,0,0.25,0.2772909716,0.3793103448,0,1,4
0,0,0.75,0.8632732171,0.4827586207,0,1,4
1,0,0.5,0.2837340693,0.8275862069,1,1,4
0.6666666667,0.3333333333,0.5,0.6874921942,0.5862068966,0,0,4
0,1,0.75,0.6749417344,0.4482758621,0,0,3
0,0.3333333333,0.75,0.2216952394,0.1724137931,1,0,1
0.3333333333,0.6666666667,0.75,0.03478628988,0.3793103448,0,0,4
1,0,0,0.4096670592,0.6551724138,0,0,4
0.3333333333,0,0.5,0.289472658,0.7586206897,1,0,4
0.6666666667,0,0.5,0.8098547347,1,0,0,4
0,0.3333333333,0.5,0.8012312837,1,1,1,4
0,1,0.5,0.4574963745,0.1724137931,1,0,2
0,0.3333333333,0.25,0.6071565067,0.8620689655,0,1,4
0.6666666667,0,0.5,0.6049011673,1,0,0,4
0.6666666667,0,0.5,0.8280560325,0.275862069,1,0,2
0.3333333333,0.3333333333,0,0.4254380167,1,0,0,4
0.3333333333,0,0.5,0.2757104069,0.8275862069,0,0,4
0.3333333333,0.6666666667,0.25,0.2652866389,0.8620689655,0,0,4
1,0.6666666667,0.25,0.5367557261,0.1034482759,0,0,1
0,0.3333333333,0,0.4496115715,0.5517241379,0,0,4
0,0,0.5,0.4405737447,0.03448275862,1,1,1
0.3333333333,0,0.5,0.09118919888,0.5172413793,1,0,4
0,0,0.5,0.7193768525,0.7931034483,0,0,3
0.3333333333,0,0.5,0.2139294731,0.4482758621,0,0,4
1,0,0.75,0.1971271315,0.8620689655,0,1,4
1,0.3333333333,0.25,0.4131798424,0.2413793103,0,0,3
0.6666666667,0.3333333333,0.25,0.2279872636,0.4482758621,1,1,3
1,0,0.75,0.5844764667,0.03448275862,1,0,1
0.3333333333,0,0.25,0.3718374251,0.5172413793,1,0,3
1,0,1,0.4493747997,0.1034482759,0,0,2
0.6666666667,0,0.75,0.5377338491,0,0,0,1
0,0.6666666667,0.5,0.2037165472,0.7586206897,0,0,4
0.3333333333,0,1,0.155877721,0.6551724138,0,0,4
0,0,0,0.8813810076,0.8965517241,0,0,4
0.6666666667,0,0.25,0.4341693415,0.4482758621,1,1,3
0.6666666667,0.6666666667,0.5,0.4125143784,0.2413793103,1,0,2
0.6666666667,0.3333333333,0.25,0.03560017434,0.8275862069,1,0,4
0,0,0.75,0.498495798,0.9310344828,1,0,4
0,0.3333333333,0,0.5547537906,0.8275862069,0,0,4
0,0.6666666667,0.5,0.5594303099,0.06896551724,0,0,1
0,1,0.5,0.7077909502,0.1379310345,0,0,2
0.6666666667,0,0.5,0.1776329493,0.1724137931,0,0,2
0.6666666667,0.6666666667,0.25,0.2524601621,0.724137931,0,0,4
0.3333333333,1,0.25,0.8116094494,0.8620689655,1,0,4
0.3333333333,1,0.75,0.9482064332,0.2413793103,0,1,1
0,0.3333333333,0.25,0.1360360898,0.1724137931,0,1,3
1,0.3333333333,0.75,0.4981686724,0.1724137931,0,0,2
1,0,0.5,0.2143695284,0.1034482759,0,1,1
0.6666666667,0.6666666667,0.5,0.06008929152,0.2068965517,0,0,3
0.6666666667,0.3333333333,0.5,0.3258245955,1,0,0,4
0.6666666667,0.3333333333,0.25,0.1437999039,1,0,0,4
0.3333333333,0,0.5,0.7106961858,0.7931034483,1,0,4
0.3333333333,0.6666666667,0.75,0.5342859905,0.6206896552,0,1,4
0.6666666667,0.6666666667,0.5,0.1439468726,0.2068965517,0,0,3
0.6666666667,0,1,0.00919931219,0.06896551724,0,0,2
0.6666666667,0.6666666667,0.5,0.8090330913,0.2413793103,1,0,1
1,0.3333333333,0.25,0.1763440194,0,0,0,2
0.3333333333,0.6666666667,0.25,0.606860567,0,1,1,0
1,0,1,0.3372562708,0.4482758621,1,0,3
1,0,0.25,0.5861060376,0.1724137931,1,0,2
0.6666666667,1,0.75,0.3159635736,0.3103448276,0,0,3
0.6666666667,0,0.75,0.08698657363,0.8275862069,0,0,4
0,0.6666666667,0.25,0.2231533635,0.9310344828,0,0,4
0,0,0,0.1882218069,0.4482758621,0,0,4
1,0.3333333333,0.5,0.4284584346,0.1034482759,0,0,2
0.3333333333,0,0.25,0.6589875666,0.1724137931,1,1,1
0.6666666667,0.3333333333,0.5,0.2640563763,0.5172413793,1,0,3
0.6666666667,0,0.5,0.01203091329,0.9310344828,0,1,4
1,0,0.5,0.519480942,0.6896551724,0,1,4
0,0,0.5,0.6064028915,0.9310344828,1,1,4
0.3333333333,0,0.25,0.9639243798,0,0,0,0
0,1,0.5,0.5900954681,0.1724137931,0,1,1
0,1,0.25,0.4716612379,0.275862069,0,0,2
0,0,0.25,0.5740078471,0.4827586207,1,0,3
0,0.6666666667,0.5,0.928914333,0.3793103448,0,0,3
0.6666666667,0,0.75,0.8292774349,0.06896551724,1,0,1
0.6666666667,0.3333333333,0.25,0.3232970936,0.3448275862,0,1,3
0,0.6666666667,0.5,0.237474156,0.4827586207,0,0,3
0.3333333333,1,0.5,0.2628825786,0.06896551724,0,0,2
1,0,0.25,0.504947956,0.4482758621,0,0,4
0.3333333333,0.6666666667,0.25,0.7448518016,0.03448275862,0,1,1
0.3333333333,0,0.75,0.5037447245,0.9655172414,0,0,4
0.3333333333,1,0.5,0.06782141916,0.1034482759,1,1,2
0,0,0.5,0.7243595234,0.8620689655,0,0,4
0.6666666667,0.3333333333,0.5,0.8068436776,0.6206896552,1,0,4
0.3333333333,0.3333333333,0,0.2897777083,0.3793103448,1,0,4
0,0.3333333333,0.5,0.6648362317,0.03448275862,1,0,1
0.3333333333,0,0.5,0.4270293437,0.5517241379,1,0,4
0.3333333333,1,0.5,0.8900884551,0.06896551724,0,0,1
0,0,0.25,0.8461442005,0.3103448276,0,0,2
0.6666666667,0.3333333333,0,0.5259830574,0.5172413793,1,0,3
0.6666666667,0,0.25,0.692247504,0.724137931,1,0,4
1,0,1,0.884312173,0.275862069,1,0,2
0,0.3333333333,0.5,0.496233901,0.3448275862,0,0,3
1,0,0.5,0.3135579115,0.6896551724,0,0,4
1,0,0,0.7544795557,0.4827586207,0,0,2
1,0,0,0.2202662988,0.06896551724,1,1,1
0.6666666667,0,0.5,0.3889248441,0.5172413793,0,0,3
0,0.6666666667,0.5,0.8666694665,1,0,0,4
1,0.6666666667,0.5,0.7252021408,0.6896551724,0,0,4
0,0,0.25,0.4042222578,0.6896551724,0,0,4
0,0,0.5,0.2149384316,0.6896551724,0,0,4
0.6666666667,0,0.25,0.3563246642,0.9310344828,1,0,4
1,0,0.25,0.2843778084,0.3793103448,1,0,3
1,0.3333333333,0.5,0.1762387986,0.7586206897,0,0,4
0,0.3333333333,0.25,0.7441344279,0.1379310345,0,0,2
0.3333333333,0,0.25,0.252306736,0.2068965517,1,0,2
0.6666666667,0,0.5,0.454636591,0.275862069,0,0,1
0.6666666667,0,0.5,0.386250073,0.6896551724,1,0,4
0.6666666667,0.6666666667,0.75,0.9831533575,0.5862068966,0,1,3
0.6666666667,1,0.5,0.391488888,0.6896551724,0,0,4
1,0,0,0.08002152672,0.2413793103,0,0,3
1,0,0.25,0.08987609123,0.3793103448,1,0,4
0.3333333333,0.6666666667,1,0.5913798428,0.6551724138,0,1,4
0.6666666667,1,0.5,0.5999995895,0.03448275862,0,0,2
0.6666666667,0,0.5,0.4191874401,0.3103448276,0,0,2
0,0,0,0.4322871805,0.6206896552,0,0,4
1,0,0.5,0.05394168314,0.275862069,0,0,4
0.6666666667,0.3333333333,0,0.5170873438,0.8275862069,0,0,4
0.3333333333,0,0.5,0.505266772,0.7931034483,0,0,4
0.3333333333,0,0.75,0.1496682916,0.2413793103,0,0,3
1,0.3333333333,1,0.1039058495,0.7931034483,0,0,4
0.3333333333,0,0.5,0.1236616321,0.7931034483,0,0,4
0.3333333333,0.6666666667,0.5,0.1010914682,0.7931034483,0,0,4
1,0,0.75,0.6103561304,0,0,0,2
0.6666666667,0,0.5,0.1966555901,0.1724137931,0,0,3
0.6666666667,0.3333333333,0,0.2516662506,0.3793103448,0,0,3
0.3333333333,0,0.5,0.1737187552,0.8275862069,0,1,4
0.3333333333,1,0.25,0.958883392,0.7931034483,0,1,4
0.6666666667,0.3333333333,0.5,0.8555468962,0.6206896552,0,0,4
1,0,0.5,0.2307068861,0.8965517241,0,0,4
0.3333333333,0.6666666667,0.5,0.3278899168,0.5517241379,0,0,4
0,0,0.25,0.2100812047,0.03448275862,1,0,2
1,1,0.25,0.4923884358,0.3448275862,1,0,3
0.3333333333,0,0.5,0.01958018098,0.5862068966,0,0,4
0.3333333333,0.3333333333,0.75,0.6720868065,0.7586206897,0,0,4
0,0,0.5,0.5237065937,0.9310344828,1,0,4
0,0,0.25,0.8996189976,0.724137931,1,1,4
0.6666666667,0.6666666667,0.75,0.1645287537,0.3448275862,0,1,3
1,0.6666666667,0.75,0.8049806385,0.5862068966,0,0,4
1,0,0.25,0.7928184245,0.2413793103,0,0,1
0.6666666667,0,0,0.1272744802,0.4827586207,0,0,3
1,0.6666666667,0.5,0.398964421,0.275862069,0,1,3
1,1,0.75,0.1702953246,0.4827586207,0,0,4
1,0,1,0.2549603828,0.2068965517,1,0,2
1,0,0.75,0.2634958327,0.6551724138,0,0,4
1,0,0.5,0.5568228662,0.4137931034,0,0,3
0,0.6666666667,0.5,0.4118309437,0.4137931034,0,0,3
1,0,0,0.9487692794,0,0,1,1
0,0,0.25,0.1264624979,0.6551724138,0,0,4
1,0.6666666667,0.5,0.9747584689,0.1034482759,0,0,1
0.6666666667,0,0.5,0.2308508514,0.7931034483,0,1,4
0.3333333333,0,0.5,0.7737094345,0.1034482759,0,1,1
0,0,0.5,0.339306675,0.1034482759,1,0,0
1,0,0.25,0.143192957,0.4137931034,0,0,3
0.6666666667,0,0.5,0.8588224069,0.03448275862,0,1,1
0.3333333333,0.3333333333,0,0.3091630155,0.9310344828,0,0,4
0,0,0.5,0.6595598236,0.8620689655,0,0,4
0.3333333333,0.3333333333,0.5,0.5670418992,0.7586206897,0,0,4
0.6666666667,0.6666666667,0.5,0.4722456589,0.4827586207,0,0,3
0,0.6666666667,1,0.4963364687,0.1034482759,0,0,1
0.3333333333,0,0.25,0.7330266746,0.8965517241,0,0,4
1,0,0.5,0.08782088155,0.1724137931,1,0,2
0,0,0.25,0.6688957927,0.06896551724,0,0,1
0.3333333333,0,0.5,0.8967888982,0.2068965517,0,1,1
0.6666666667,0,0.75,0.05780171504,0.1724137931,0,0,4
0.6666666667,0.3333333333,0.5,0.140762116,0.06896551724,1,0,1
0,0,0.75,0.717402786,0.1034482759,0,1,1
0.3333333333,0,0.25,0.4377313813,0.3103448276,0,0,3
0,0,0.75,0.4039595562,1,1,0,4
0,0.3333333333,0,0.1370711783,0.6896551724,0,0,4
0.3333333333,0,0.75,0.5072996561,0.275862069,0,0,3
0.3333333333,0.3333333333,0.25,0.1266378492,1,0,0,4
1,0,0.25,0.4771154,0.1724137931,1,0,2
0.3333333333,0.6666666667,0.5,0.7644401419,0.9655172414,1,0,4
0.6666666667,0.6666666667,0.75,0.2585083063,0.6551724138,1,0,4
0,0,0,0.4812858884,0.8965517241,1,0,4
0,0,0.25,0.9931033316,0.3448275862,1,1,1
0.6666666667,0,0.75,0.6873867731,0.2068965517,0,0,2
0.3333333333,0,0.25,0.8422709534,0.5862068966,1,1,3
0.6666666667,0.3333333333,0.25,0.415271544,0.1034482759,0,0,2
0.6666666667,0.6666666667,0.5,0.7686906221,0.1379310345,0,0,2
1,0.3333333333,0.25,0.04050280329,0.1034482759,0,1,1
0.6666666667,0.6666666667,0.75,0.122999572,0.1034482759,0,1,2
0,0,0.5,0.2032511128,0.8965517241,1,0,4
0.6666666667,0,0.5,0.4023610208,0.4137931034,0,1,3
0,0.6666666667,1,0.8466641474,0.5172413793,0,0,4
0,0,0.5,0.3466111616,0.8275862069,0,0,4
0,0.3333333333,0,0.6553207565,0.4482758621,1,0,4
0.3333333333,0,0.25,0.7100767246,0.3448275862,0,1,1
1,0,0.5,0.5868032381,0.9655172414,0,1,4
0,1,0.25,0.3575996781,0.03448275862,0,0,2
0,0,0.75,0.5776637446,0.724137931,0,0,4
0.3333333333,1,0.5,0.3426061132,0.4482758621,0,1,4
0,1,0.25,0.08391724959,0.7931034483,0,0,4
0.6666666667,0.6666666667,0.5,0.9938922874,0.7931034483,1,0,4
0.6666666667,0.3333333333,0.5,0.1272757316,0.8965517241,0,0,4
1,0.3333333333,0.75,0.07237865155,0.2068965517,0,0,2
0,0.6666666667,0.75,0.8794876838,0.8620689655,0,0,4
0.3333333333,0,0.5,0.3021286891,0.3448275862,0,0,3
0.6666666667,0,0.5,0.6509915359,0.1034482759,0,0,2
0.3333333333,0.3333333333,0.5,0.3293310214,0.2068965517,0,0,3
0.3333333333,0,0.5,0.3918513041,0.9655172414,0,0,4
0.6666666667,0,0.25,0.2623613302,0.5172413793,1,0,4
0.3333333333,0,0.25,0.343385408,0.8620689655,0,0,4
0.6666666667,0.3333333333,0.5,0.4111195769,0.1724137931,0,0,3
0.3333333333,0.6666666667,0.25,0.7211912357,0.8965517241,0,0,4
0.6666666667,0,0,0.5120712846,0.1724137931,0,1,1
0,1,0.5,0.9445968889,0.03448275862,0,0,0
1,0.3333333333,0,0.0418756295,0.7931034483,0,0,4
0.6666666667,0.6666666667,0.5,0.5035936511,0.2413793103,1,0,2
0.6666666667,0.3333333333,0.5,0.584843438,1,0,0,4
1,0.6666666667,1,0.9212018279,0.8965517241,0,1,4
0.6666666667,0,0.5,0.04916209546,0.2068965517,1,0,2
0.6666666667,0.6666666667,0,0.5741059097,0.8965517241,0,0,4
0.3333333333,0,0.5,0.8545582611,0.8275862069,1,0,4
1,0.6666666667,0.75,0.2421529279,0.7931034483,0,0,4
0,1,1,0.8772467108,0.4482758621,0,1,3
0.6666666667,0,0.5,0.01901237906,0.275862069,0,0,4
1,0,0.25,0.7332436737,0.4827586207,1,0,3
0.3333333333,0.6666666667,0.75,0.9341328747,0.8275862069,1,1,4
0,0,0.25,0.6579001681,0.724137931,0,0,4
1,0.6666666667,0.5,0.4394809901,0.5862068966,0,0,4
0,0,0.5,0.0448796786,0.3793103448,0,0,4
0,0,0,0.9211185322,0.7586206897,0,0,4
0,1,0.25,0.4707838805,0.6206896552,0,1,4
0.6666666667,0.3333333333,0.25,0.02897717014,0.4137931034,0,0,4
0.6666666667,0.6666666667,0.5,0.6905610677,0.2068965517,0,1,2
0.3333333333,0,0.75,0.4823381966,0.8275862069,0,0,4
0.3333333333,0.3333333333,0.25,0.1244353204,0.3103448276,0,0,2
1,0.3333333333,0.75,0.2144651882,1,1,0,4
0.3333333333,0.3333333333,0,0.06451191936,0.3103448276,1,0,3
0,0.3333333333,0.5,0.5749007723,0.03448275862,0,0,1
0,0.3333333333,0,0.6226915934,0.4482758621,1,0,4
0.6666666667,0,0.75,0.5062707247,0.4137931034,0,1,3
0,0,0.5,0.8179884735,0.724137931,1,0,4
1,0.6666666667,0.5,0.8619455928,0.9655172414,0,0,4
0,0,0.75,0.6162791309,0.1724137931,0,1,2
0,0.3333333333,0.5,0.01271825246,0.275862069,1,1,2
1,0,1,0.6959758847,0.4137931034,0,0,4
0.3333333333,0.3333333333,0.5,0.4184267667,0.275862069,1,1,2
0.3333333333,0.6666666667,0.75,0.5661546805,0.4137931034,1,0,4
1,0,0.5,0.6497737878,0.1379310345,1,0,1
0.6666666667,0,0.25,0.3505862756,0.4482758621,0,1,3
0,0,0.5,0.9180997662,0.1379310345,0,0,1
1,0.3333333333,0.25,0.1340759393,0.275862069,0,1,4
0,0.6666666667,0.5,0.6722307718,0.2413793103,1,1,2
0.6666666667,0,0.5,0.004311700479,0.2068965517,0,0,3
0,0.6666666667,0.5,0.9256610477,0.2413793103,0,0,2
1,0,0,0.1125805594,0.724137931,0,0,4
0,0,0.25,0.09494040583,0.06896551724,0,0,2
0.3333333333,1,0.5,0.3333375215,0.7586206897,0,0,4
0.6666666667,0,1,0.3739427924,0.7931034483,0,0,4
0.6666666667,0,0.25,0.2144934707,0.4827586207,1,1,3
0.6666666667,0,0.5,0.5857413189,0.2413793103,0,1,2
1,0,0.5,0.4433703056,0,1,0,0
0.6666666667,0,0.5,0.03416197307,0.2068965517,0,0,2
0.3333333333,0,0.25,0.3199665696,0.6206896552,0,0,4
1,0.3333333333,0.5,0.8113115574,0.03448275862,0,0,0
0.3333333333,0,0.25,0.6904414303,0.4482758621,0,1,4
0,0.3333333333,1,0.7256511564,0.5862068966,0,0,4
0,0,0.25,0.6988664535,1,1,0,4
0,0,0.25,0.3112775433,0.4827586207,0,1,4
0,0.3333333333,0,0.09972554989,0.4482758621,0,1,4
0.3333333333,1,0.25,0.2727274821,0.7931034483,0,0,4
1,0,0.5,0.8326885013,0.8275862069,1,0,4
1,0.6666666667,0.25,0.9815449108,0.6206896552,0,1,4
0.6666666667,0.3333333333,0,0.4943617514,1,0,0,4
0.3333333333,0.3333333333,0.5,0.00965858951,0.6206896552,0,0,4
0,0.3333333333,0,0.1401528665,0.724137931,1,0,4
0.3333333333,0,0,0.3223979112,0.8965517241,0,0,4
0.6666666667,0,0.75,0.5791975056,0.8620689655,0,0,4
0.6666666667,0.3333333333,0.5,0.07512705713,0.5517241379,0,0,4
0.3333333333,0,0.75,0.9443887499,0.724137931,1,0,4
0.3333333333,1,0.75,0.3654503919,0.9310344828,0,0,4
0.3333333333,0,0.5,0.9135802772,0.6206896552,1,0,4
1,0,0,0.7813660755,0.8965517241,0,0,4
0,0.6666666667,0.5,0.7562526915,0.5172413793,0,0,4
0.3333333333,0,0.75,0.6073640951,0.6551724138,0,0,4
0.3333333333,0.3333333333,0.5,0.6274513583,0.8275862069,1,1,4
0.3333333333,0.3333333333,0.5,0.6386837047,0.6206896552,0,0,4
0.6666666667,1,0.25,0.6293911855,0,1,0,0
0.6666666667,0.6666666667,0.75,0.5543118331,0.6206896552,0,0,4
1,0.3333333333,0.5,0.9874949423,0.2068965517,1,1,1
0,0.3333333333,1,0.7330793851,0.9655172414,0,0,4
1,1,0.25,0.7777865656,0.7586206897,0,0,4
0,0,0.25,0.8734127589,0.3448275862,0,0,3
0.6666666667,0,0.25,0.2158347106,0.1379310345,0,0,1
0.6666666667,0,0.5,0.08384756959,1,0,0,4
0.6666666667,0,0.25,0.4833966118,0.5517241379,0,0,4
1,0.3333333333,0,0.5146187095,0.3448275862,0,0,2
0.3333333333,0.3333333333,1,0.8300820087,0.7931034483,0,0,4
0.3333333333,0.3333333333,0,0.4442408051,0.8620689655,0,0,4
0.6666666667,0,0.75,0.5714563176,0.2413793103,0,0,3
0.3333333333,0.6666666667,0.25,0.5276238914,0.3103448276,0,0,2
0.3333333333,0,0.75,0.03819380221,0.3793103448,0,0,4
1,0.3333333333,0.5,0.6158691602,0.3103448276,0,0,2
0,0.3333333333,0.75,0.8289422,0.4137931034,0,0,3
0.6666666667,0,0.75,0.1576286814,0.8620689655,1,0,4
0.6666666667,0,0,0.5949620056,0.5862068966,1,1,4
1,0,0,0.5942399766,0.3103448276,0,0,2
1,0.6666666667,0.25,0.1643207649,0.6206896552,0,0,4
0.3333333333,1,0.5,0.1235525569,0.6551724138,0,0,4
0.6666666667,0.3333333333,0.75,0.9811255793,0.5517241379,0,0,4
0,0,0.5,0.3941188075,0.6551724138,0,0,4
1,0,0.5,0.2276302537,0.5172413793,0,0,4
0,0.6666666667,0.25,0.1714685716,0.1379310345,0,0,2
0,0.6666666667,0.75,0.6683161772,0.06896551724,0,1,1
